id	text	language	group	family	probably_repeating	probably_stimulus	num_speakers
1st_feb_release/31.wav	gribat	krl	финно-угорские	уральские	1	0	1
1st_feb_release/32.wav	ʂīne griba	krl	финно-угорские	уральские	1	0	1
1st_feb_release/33.wav	rɨnda	krl	финно-угорские	уральские	1	0	1
1st_feb_release/34.wav	ʃagi	krl	финно-угорские	уральские	1	0	1
1st_feb_release/35.wav	kakʃi	krl	финно-угорские	уральские	1	0	1
1st_feb_release/36.wav	piha	krl	финно-угорские	уральские	1	0	1
1st_feb_release/37.wav	dīlo	krl	финно-угорские	уральские	1	0	1
1st_feb_release/38.wav	pu	krl	финно-угорские	уральские	1	0	1
1st_feb_release/39.wav	ʃuaha	krl	финно-угорские	уральские	1	0	1
1st_feb_release/40.wav	doroga	krl	финно-угорские	уральские	1	0	1
1st_feb_release/41.wav	vara	krl	финно-угорские	уральские	1	0	1
1st_feb_release/42.wav	ʃuaha	krl	финно-угорские	уральские	1	0	1
1st_feb_release/43.wav	butki	krl	финно-угорские	уральские	1	0	1
1st_feb_release/44.wav	ʃavu	krl	финно-угорские	уральские	1	0	1
1st_feb_release/45.wav	ʃʉvvä	krl	финно-угорские	уральские	1	0	1
1st_feb_release/46.wav	igä	krl	финно-угорские	уральские	1	0	1
1st_feb_release/47.wav	raʐva	krl	финно-угорские	уральские	1	0	1
1st_feb_release/48.wav	ʃivotto	krl	финно-угорские	уральские	1	0	1
1st_feb_release/49.wav	ʃidu	krl	финно-угорские	уральские	1	0	1
1st_feb_release/50.wav	pera	krl	финно-угорские	уральские	1	0	1
1st_feb_release/51.wav	ʃivotto	krl	финно-угорские	уральские	1	0	1
1st_feb_release/52.wav	panna ʃiämi	krl	финно-угорские	уральские	1	0	1
1st_feb_release/53.wav	kutɕtɕu	krl	финно-угорские	уральские	1	0	1
1st_feb_release/54.wav	mado	krl	финно-угорские	уральские	1	0	1
1st_feb_release/55.wav	pii	krl	финно-угорские	уральские	1	0	1
1st_feb_release/56.wav	männä	krl	финно-угорские	уральские	1	0	1
1st_feb_release/57.wav	härmä	krl	финно-угорские	уральские	1	0	1
1st_feb_release/58.wav	etɕtɕi	krl	финно-угорские	уральские	1	0	1
1st_feb_release/59.wav	kiʃka	krl	финно-угорские	уральские	1	0	1
1st_feb_release/60.wav	kalma	krl	финно-угорские	уральские	1	0	1
1st_feb_release/61.wav	panna	krl	финно-угорские	уральские	1	0	1
1st_feb_release/62.wav	klubka	krl	финно-угорские	уральские	1	0	1
1st_feb_release/63.wav	kauha	krl	финно-угорские	уральские	1	0	1
1st_feb_release/64.wav	nahka	krl	финно-угорские	уральские	1	0	1
1st_feb_release/65.wav	kora	krl	финно-угорские	уральские	1	0	1
1st_feb_release/66.wav	tɕiba	krl	финно-угорские	уральские	1	0	1
1st_feb_release/67.wav	polvi	krl	финно-угорские	уральские	1	0	1
1st_feb_release/68.wav	kora	krl	финно-угорские	уральские	1	0	1
1st_feb_release/69.wav	jūri	krl	финно-угорские	уральские	1	0	1
1st_feb_release/70.wav	vakkane	krl	финно-угорские	уральские	1	0	1
1st_feb_release/71.wav	lū	krl	финно-угорские	уральские	1	0	1
1st_feb_release/72.wav	ruʃkie	krl	финно-угорские	уральские	1	0	1
1st_feb_release/73.wav	lingale	krl	финно-угорские	уральские	1	0	1
1st_feb_release/74.wav	veri	krl	финно-угорские	уральские	1	0	1
1st_feb_release/75.wav	krūga	krl	финно-угорские	уральские	1	0	1
1st_feb_release/76.wav	katoʃ	krl	финно-угорские	уральские	1	0	1
1st_feb_release/77.wav	ken	krl	финно-угорские	уральские	1	0	1
1st_feb_release/78.wav	padane	krl	финно-угорские	уральские	1	0	1
1st_feb_release/79.wav	purekʃie	krl	финно-угорские	уральские	1	0	1
1st_feb_release/80.wav	purra	krl	финно-угорские	уральские	1	0	1
1st_feb_release/81.wav	pala	krl	финно-угорские	уральские	1	0	1
1st_feb_release/82.wav	tukku	krl	финно-угорские	уральские	1	0	1
1st_feb_release/83.wav	kämmen	krl	финно-угорские	уральские	1	0	1
1st_feb_release/84.wav	ruapa	krl	финно-угорские	уральские	1	0	1
1st_feb_release/85.wav	piäkʃe	krl	финно-угорские	уральские	1	0	1
1st_feb_release/86.wav	vaʐen	krl	финно-угорские	уральские	1	0	1
1st_feb_release/87.wav	jiä	krl	финно-угорские	уральские	1	0	1
1st_feb_release/88.wav	pelvaʃ	krl	финно-угорские	уральские	1	0	1
1st_feb_release/89.wav	keʐä	krl	финно-угорские	уральские	1	0	1
1st_feb_release/90.wav	lipa	krl	финно-угорские	уральские	1	0	1
1st_feb_release/91.wav	rebo	krl	финно-угорские	уральские	1	0	1
1st_feb_release/92.wav	otɕtɕa	krl	финно-угорские	уральские	1	0	1
1st_feb_release/93.wav	veneh	krl	финно-угорские	уральские	1	0	1
1st_feb_release/94.wav	labie	krl	финно-угорские	уральские	1	0	1
1st_feb_release/95.wav	loga	krl	финно-угорские	уральские	1	0	1
1st_feb_release/96.wav	tuhuʃ	krl	финно-угорские	уральские	1	0	1
1st_feb_release/97.wav	ʃukʃi	krl	финно-угорские	уральские	1	0	1
1st_feb_release/98.wav	mama	krl	финно-угорские	уральские	1	0	1
1st_feb_release/99.wav	voi	krl	финно-угорские	уральские	1	0	1
1st_feb_release/100.wav	mednoj taz	krl	финно-угорские	уральские	1	0	1
1st_feb_release/101.wav	vaʃki	krl	финно-угорские	уральские	1	0	1
1st_feb_release/102.wav	kohta	krl	финно-угорские	уральские	1	0	1
1st_feb_release/103.wav	kū	krl	финно-угорские	уральские	1	0	1
1st_feb_release/104.wav	metɕa	krl	финно-угорские	уральские	1	0	1
1st_feb_release/105.wav	vara	krl	финно-угорские	уральские	1	0	1
1st_feb_release/106.wav	mīro	krl	финно-угорские	уральские	1	0	1
1st_feb_release/107.wav	mone	krl	финно-угорские	уральские	1	0	1
1st_feb_release/108.wav	moni	krl	финно-угорские	уральские	1	0	1
1st_feb_release/109.wav	moni	krl	финно-угорские	уральские	1	0	1
1st_feb_release/110.wav	kalma	krl	финно-угорские	уральские	1	0	1
1st_feb_release/111.wav	mozgu	krl	финно-угорские	уральские	1	0	1
1st_feb_release/112.wav	maido	krl	финно-угорские	уральские	1	0	1
1st_feb_release/113.wav	ʃelitia	krl	финно-угорские	уральские	1	0	1
1st_feb_release/114.wav	moli	krl	финно-угорские	уральские	1	0	1
1st_feb_release/115.wav	ruppi	krl	финно-угорские	уральские	1	0	1
1st_feb_release/116.wav	kuzi jani	krl	финно-угорские	уральские	1	0	1
1st_feb_release/117.wav	kuzi	krl	финно-угорские	уральские	1	0	1
1st_feb_release/118.wav	muʐikka	krl	финно-угорские	уральские	1	0	1
1st_feb_release/119.wav	jauho	krl	финно-угорские	уральские	1	0	1
1st_feb_release/120.wav	kuzi jane	krl	финно-угорские	уральские	1	0	1
1st_feb_release/121.wav	mʉø	krl	финно-угорские	уральские	1	0	1
1st_feb_release/122.wav	duma	krl	финно-угорские	уральские	1	0	1
1st_feb_release/123.wav	hīri	krl	финно-угорские	уральские	1	0	1
1st_feb_release/124.wav	pehmi	krl	финно-угорские	уральские	1	0	1
1st_feb_release/125.wav	tallata	krl	финно-угорские	уральские	1	0	1
1st_feb_release/126.wav	løwdiä	krl	финно-угорские	уральские	1	0	1
1st_feb_release/127.wav	kandua	krl	финно-угорские	уральские	1	0	1
1st_feb_release/128.wav	loʐo	krl	финно-угорские	уральские	1	0	1
1st_feb_release/129.wav	ūʐi	krl	финно-угорские	уральские	1	0	1
1st_feb_release/130.wav	kʉnʐi	krl	финно-угорские	уральские	1	0	1
1st_feb_release/131.wav	ʉː	krl	финно-угорские	уральские	1	0	1
1st_feb_release/132.wav	takka	krl	финно-угорские	уральские	1	0	1
1st_feb_release/133.wav	tutɕa	krl	финно-угорские	уральские	1	0	1
1st_feb_release/134.wav	ʃʉːrittua	krl	финно-угорские	уральские	1	0	1
1st_feb_release/135.wav	ʃʉːrivo	krl	финно-угорские	уральские	1	0	1
1st_feb_release/136.wav	ʉksi	krl	финно-угорские	уральские	1	0	1
1st_feb_release/137.wav	järvi	krl	финно-угорские	уральские	1	0	1
1st_feb_release/138.wav	kumattu	krl	финно-угорские	уральские	1	0	1
1st_feb_release/139.wav	ʃʉgʉʐʉ	krl	финно-угорские	уральские	1	0	1
1st_feb_release/140.wav	jiähä	krl	финно-угорские	уральские	1	0	1
1st_feb_release/141.wav	arvata	krl	финно-угорские	уральские	1	0	1
1st_feb_release/142.wav	avata	krl	финно-угорские	уральские	1	0	1
1st_feb_release/143.wav	vījä	krl	финно-угорские	уральские	1	0	1
1st_feb_release/144.wav	laʃki	krl	финно-угорские	уральские	1	0	1
1st_feb_release/145.wav	ʉʃkä	krl	финно-угорские	уральские	1	0	1
1st_feb_release/146.wav	dubina	krl	финно-угорские	уральские	1	0	1
1st_feb_release/147.wav	høʉrʉ	krl	финно-угорские	уральские	1	0	1
1st_feb_release/148.wav	løʉlʉ	krl	финно-угорские	уральские	1	0	1
1st_feb_release/149.wav	petek	krl	финно-угорские	уральские	1	0	1
1st_feb_release/150.wav	kando	krl	финно-угорские	уральские	1	0	1
1st_feb_release/151.wav	pʉrä	krl	финно-угорские	уральские	1	0	1
1st_feb_release/152.wav	ʃulga	krl	финно-угорские	уральские	1	0	1
1st_feb_release/153.wav	jūva	krl	финно-угорские	уральские	1	0	1
1st_feb_release/154.wav	makʃua	krl	финно-угорские	уральские	1	0	1
1st_feb_release/155.wav	olgupiä	krl	финно-угорские	уральские	1	0	1
1st_feb_release/156.wav	paha	krl	финно-угорские	уральские	1	0	1
1st_feb_release/157.wav	pavartɕa	krl	финно-угорские	уральские	1	0	1
1st_feb_release/158.wav	povorot	krl	финно-угорские	уральские	1	0	1
1st_feb_release/159.wav	ʃiä	krl	финно-угорские	уральские	1	0	1
1st_feb_release/160.wav	hīrū	krl	финно-угорские	уральские	1	0	1
1st_feb_release/161.wav	kainalo	krl	финно-угорские	уральские	1	0	1
1st_feb_release/162.wav	pøngä	krl	финно-угорские	уральские	1	0	1
1st_feb_release/163.wav	pala	krl	финно-угорские	уральские	1	0	1
1st_feb_release/164.wav	palamesto	krl	финно-угорские	уральские	1	0	1
1st_feb_release/165.wav	oʃtua	krl	финно-угорские	уральские	1	0	1
1st_feb_release/166.wav	peːldo	krl	финно-угорские	уральские	1	0	1
1st_feb_release/167.wav	kitki	krl	финно-угорские	уральские	1	0	1
1st_feb_release/168.wav	mahtu	krl	финно-угорские	уральские	1	0	1
1st_feb_release/169.wav	maltua	krl	финно-угорские	уральские	1	0	1
1st_feb_release/170.wav	pakota	krl	финно-угорские	уральские	1	0	1
1st_feb_release/171.wav	potɕ	krl	финно-угорские	уральские	1	0	1
1st_feb_release/172.wav	kunderu	krl	финно-угорские	уральские	1	0	1
1st_feb_release/173.wav	ojgie	krl	финно-угорские	уральские	1	0	1
1st_feb_release/174.wav	tartu	krl	финно-угорские	уральские	1	0	1
1st_feb_release/175.wav	tūwa	krl	финно-угорские	уральские	1	0	1
1st_feb_release/176.wav	tartū	krl	финно-угорские	уральские	1	0	1
1st_feb_release/177.wav	mʉwä	krl	финно-угорские	уральские	1	0	1
1st_feb_release/178.wav	kadu	krl	финно-угорские	уральские	1	0	1
1st_feb_release/179.wav	tɕola	krl	финно-угорские	уральские	1	0	1
1st_feb_release/180.wav	kanda	krl	финно-угорские	уральские	1	0	1
1st_feb_release/181.wav	kerda	krl	финно-угорские	уральские	1	0	1
1st_feb_release/182.wav	purgua	krl	финно-угорские	уральские	1	0	1
1st_feb_release/183.wav	kumata	krl	финно-угорские	уральские	1	0	1
1st_feb_release/184.wav	rɪtɕi	krl	финно-угорские	уральские	1	0	1
1st_feb_release/185.wav	rajon	krl	финно-угорские	уральские	1	0	1
1st_feb_release/186.wav	jogi	krl	финно-угорские	уральские	1	0	1
1st_feb_release/187.wav	repa	krl	финно-угорские	уральские	1	0	1
1st_feb_release/188.wav	sitka	krl	финно-угорские	уральские	1	0	1
1st_feb_release/189.wav	ʃarvi	krl	финно-угорские	уральские	1	0	1
1st_feb_release/190.wav	ʃū	krl	финно-угорские	уральские	1	0	1
1st_feb_release/191.wav	ʃoba	krl	финно-угорские	уральские	1	0	1
1st_feb_release/192.wav	hīmua	krl	финно-угорские	уральские	1	0	1
1st_feb_release/193.wav	kala	krl	финно-угорские	уральские	1	0	1
1st_feb_release/194.wav	räb	krl	финно-угорские	уральские	1	0	1
1st_feb_release/195.wav	itɕe	krl	финно-угорские	уральские	1	0	1
1st_feb_release/196.wav	emätɕʉ	krl	финно-угорские	уральские	1	0	1
1st_feb_release/197.wav	vallota	krl	финно-угорские	уральские	1	0	1
1st_feb_release/198.wav	valgi	krl	финно-угорские	уральские	1	0	1
1st_feb_release/199.wav	oma	krl	финно-угорские	уральские	1	0	1
1st_feb_release/200.wav	devi	krl	финно-угорские	уральские	1	0	1
1st_feb_release/201.wav	ʃeitɕimen	krl	финно-угорские	уральские	1	0	1
1st_feb_release/202.wav	pere	krl	финно-угорские	уральские	1	0	1
1st_feb_release/203.wav	keʃki	krl	финно-угорские	уральские	1	0	1
1st_feb_release/204.wav	tɕiko	krl	финно-угорские	уральские	1	0	1
1st_feb_release/205.wav	poltua	krl	финно-угорские	уральские	1	0	1
1st_feb_release/206.wav	tagada	krl	финно-угорские	уральские	1	0	1
1st_feb_release/207.wav	istu	krl	финно-угорские	уральские	1	0	1
1st_feb_release/208.wav	vägi	krl	финно-угорские	уральские	1	0	1
1st_feb_release/209.wav	sinitɕka	krl	финно-угорские	уральские	1	0	1
1st_feb_release/210.wav	ʃuarna	krl	финно-угорские	уральские	1	0	1
1st_feb_release/211.wav	vähä vägi	krl	финно-угорские	уральские	1	0	1
1st_feb_release/212.wav	kuwnnel	krl	финно-угорские	уральские	1	0	1
1st_feb_release/213.wav	ʃurma	krl	финно-угорские	уральские	1	0	1
1st_feb_release/214.wav	smola	krl	финно-угорские	уральские	1	0	1
1st_feb_release/215.wav	katɕtɕu	krl	финно-угорские	уральские	1	0	1
1st_feb_release/216.wav	lumi	krl	финно-угорские	уральские	1	0	1
1st_feb_release/217.wav	koira	krl	финно-угорские	уральские	1	0	1
1st_feb_release/218.wav	sokku	krl	финно-угорские	уральские	1	0	1
1st_feb_release/219.wav	olgi	krl	финно-угорские	уральские	1	0	1
1st_feb_release/220.wav	ʃūla	krl	финно-угорские	уральские	1	0	1
1st_feb_release/221.wav	rejät	krl	финно-угорские	уральские	1	0	1
1st_feb_release/222.wav	sosi	krl	финно-угорские	уральские	1	0	1
1st_feb_release/223.wav	soska	krl	финно-угорские	уральские	1	0	1
1st_feb_release/224.wav	kʉʐʉ	krl	финно-угорские	уральские	1	0	1
1st_feb_release/225.wav	rapistua	krl	финно-угорские	уральские	1	0	1
1st_feb_release/226.wav	akka	krl	финно-угорские	уральские	1	0	1
1st_feb_release/227.wav	tutɕa tɕirko	krl	финно-угорские	уральские	1	0	1
1st_feb_release/228.wav	ʂeizu	krl	финно-угорские	уральские	1	0	1
1st_feb_release/229.wav	stroi	krl	финно-угорские	уральские	1	0	1
1st_feb_release/230.wav	hangi	krl	финно-угорские	уральские	1	0	1
1st_feb_release/231.wav	oʐakaʃ	krl	финно-угорские	уральские	1	0	1
1st_feb_release/232.wav	oʐa	krl	финно-угорские	уральские	1	0	1
1st_feb_release/233.wav	lugī	krl	финно-угорские	уральские	1	0	1
1st_feb_release/234.wav	pojga	krl	финно-угорские	уральские	1	0	1
1st_feb_release/235.wav	kandua	krl	финно-угорские	уральские	1	0	1
1st_feb_release/236.wav	pimī	krl	финно-угорские	уральские	1	0	1
1st_feb_release/237.wav	harmua	krl	финно-угорские	уральские	1	0	1
1st_feb_release/238.wav	jʉgʉʂ	krl	финно-угорские	уральские	1	0	1
1st_feb_release/239.wav	kadu	krl	финно-угорские	уральские	1	0	1
1st_feb_release/240.wav	ritɕwa	krl	финно-угорские	уральские	1	0	1
1st_feb_release/241.wav	ʂijami	krl	финно-угорские	уральские	1	0	1
1st_feb_release/242.wav	tolkaj	krl	финно-угорские	уральские	1	0	1
1st_feb_release/243.wav	puistua	krl	финно-угорские	уральские	1	0	1
1st_feb_release/244.wav	tūtɕa	krl	финно-угорские	уральские	1	0	1
1st_feb_release/245.wav	hia	krl	финно-угорские	уральские	1	0	1
1st_feb_release/246.wav	ʃī	krl	финно-угорские	уральские	1	0	1
1st_feb_release/247.wav	jʉgī	krl	финно-угорские	уральские	1	0	1
1st_feb_release/248.wav	tappua	krl	финно-угорские	уральские	1	0	1
1st_feb_release/249.wav	hädʐvä	krl	финно-угорские	уральские	1	0	1
1st_feb_release/250.wav	ugla	krl	финно-угорские	уральские	1	0	1
1st_feb_release/251.wav	oʐaj	krl	финно-угорские	уральские	1	0	1
1st_feb_release/252.wav	pergua	krl	финно-угорские	уральские	1	0	1
1st_feb_release/253.wav	ongivitɕtɕa	krl	финно-угорские	уральские	1	0	1
1st_feb_release/254.wav	uzla	krl	финно-угорские	уральские	1	0	1
1st_feb_release/255.wav	kūlla	krl	финно-угорские	уральские	1	0	1
1st_feb_release/256.wav	kalarokka	krl	финно-угорские	уральские	1	0	1
1st_feb_release/1371.wav	borən	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1372.wav	vilkesʲ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1373.wav	vasstɛ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1374.wav	alʲt	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1375.wav	kɛpʃɛ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1376.wav	ʃur	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1377.wav	vilij	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1378.wav	jemʲperʲ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1379.wav	pink	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1380.wav	ujnɛ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1381.wav	rudʲdɛ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1382.wav	t͡ʃad͡ʒʲ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1383.wav	navʲtʲ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1384.wav	vuft	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1385.wav	tɘɕkʲ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1386.wav	puk	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1387.wav	t͡ʃalʲm	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1388.wav	nillɛ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1389.wav	t͡ʃuvras	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1390.wav	niglɛ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1391.wav	sojɛ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1392.wav	ɘgʲ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1393.wav	jin	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1394.wav	pahʲkʲ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1395.wav	t͡ʃont	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1396.wav	kɛrss	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1397.wav	ranʲnʲt	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1398.wav	kat͡skɛ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1399.wav	anʲnʲtɛ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1400.wav	pad͡ʒɛ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1401.wav	tenʲtɛ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1402.wav	kuhʲkenʲ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1403.wav	anʲtɛ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1404.wav	kuht	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1405.wav	vɛrpelʲ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1406.wav	nijta	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1407.wav	aj	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1408.wav	rɘxʲvɛ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1409.wav	mur	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1410.wav	kukes	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1411.wav	nijta	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1412.wav	suv	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1413.wav	dedʲa	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1414.wav	porrɛ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1415.wav	paɕɕtɛ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1416.wav	vurʲtɛ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1417.wav	ruvʲt	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1418.wav	nint͡ʃ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1419.wav	nɘzan	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1420.wav	vujj	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1421.wav	pujt	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1422.wav	rut͡ʃkesʲ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1423.wav	t͡savʲnɛ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1424.wav	kissɛ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1425.wav	kunʲnʲ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1426.wav	nɘʃmontɛ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1427.wav	nemmelʲ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1428.wav	tasʲt	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1429.wav	jemʲne	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1430.wav	tiddɛ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1431.wav	kunn	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1432.wav	kolʲlʲ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1433.wav	panʲ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1434.wav	mog	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1435.wav	vanʲt͡sɛ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1436.wav	mejn	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1437.wav	nɛmm	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1438.wav	odzɛ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1439.wav	keːdʲk	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1440.wav	t͡ʃat͡sʲkɛ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1441.wav	kuʦ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1442.wav	lɘɕɕk	sjd	финно-угорские	уральские	1	0	2
1st_feb_release/1443.wav	puvl	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1444.wav	t͡ʃohkɛ	sjd	финно-угорские	уральские	1	0	1
1st_feb_release/1591.wav	čont čuɘc	sms	финно-угорские	уральские	1	1	1
1st_feb_release/1592.wav	bab ak	sms	финно-угорские	уральские	1	1	1
1st_feb_release/1593.wav	ak	sms	финно-угорские	уральские	1	1	1
1st_feb_release/1594.wav	vɘrc	sms	финно-угорские	уральские	1	1	1
1st_feb_release/1595.wav	orč	sms	финно-угорские	уральские	1	1	1
1st_feb_release/1596.wav	takkəd	sms	финно-угорские	уральские	1	1	1
1st_feb_release/1597.wav	kɞp	sms	финно-угорские	уральские	1	1	1
1st_feb_release/1598.wav	puotcət	sms	финно-угорские	уральские	1	1	1
1st_feb_release/1599.wav	puotcɘ	sms	финно-угорские	уральские	1	1	1
1st_feb_release/1600.wav	čuɘc	sms	финно-угорские	уральские	1	1	1
1st_feb_release/1601.wav	wajv kɞp	sms	финно-угорские	уральские	1	1	1
1st_feb_release/1602.wav	esstɨ	sms	финно-угорские	уральские	1	1	1
1st_feb_release/1603.wav	vɨl̩j̊	sms	финно-угорские	уральские	1	1	1
1st_feb_release/1604.wav	čosk	sms	финно-угорские	уральские	1	1	1
1st_feb_release/1605.wav	joŋ	sms	финно-угорские	уральские	1	1	1
1st_feb_release/1606.wav	joŋ	sms	финно-угорские	уральские	1	1	1
1st_feb_release/1607.wav	kolk	sms	финно-угорские	уральские	1	1	1
1st_feb_release/1608.wav	ar̥k	sms	финно-угорские	уральские	1	1	1
1st_feb_release/1609.wav	ʃɞddət	sms	финно-угорские	уральские	1	1	1
1st_feb_release/1610.wav	vædər	sms	финно-угорские	уральские	1	1	1
1st_feb_release/1611.wav	vɞrə son	sms	финно-угорские	уральские	1	1	1
1st_feb_release/1612.wav	kodstɘ	sms	финно-угорские	уральские	1	1	1
1st_feb_release/1613.wav	æksɘʃ	sms	финно-угорские	уральские	1	1	1
1st_feb_release/1614.wav	čuɘmjuʃ	sms	финно-угорские	уральские	1	1	1
1st_feb_release/1615.wav	kacɘmloa	sms	финно-угорские	уральские	1	1	1
